-19.500000  1750.000000  1.0008127e+00 
-19.500000  1850.000000  1.0008127e+00 
-19.500000  1950.000000  1.0008127e+00 
-19.500000  2050.000000  1.0008127e+00 
-19.500000  2150.000000  1.0008127e+00 
-19.500000  2250.000000  1.0008127e+00 
-19.500000  2350.000000  1.0008127e+00 
-19.500000  2450.000000  1.0008127e+00 
-19.500000  2550.000000  1.0008127e+00 
-19.500000  2650.000000  1.0008127e+00 
-19.500000  2750.000000  2.2392319e+00 
-19.500000  2850.000000  4.0937249e+00 
-19.500000  2950.000000  5.9308596e+00 
-19.500000  3050.000000  7.3953310e+00 
-19.500000  3150.000000  7.8083985e+00 
-19.500000  3250.000000  8.7231743e+00 
-19.500000  3350.000000  7.3613064e+00 
-19.500000  3450.000000  6.6093666e+00 
-19.500000  3550.000000  9.1076730e+00 
-19.500000  3650.000000  1.0344555e+01 
-19.500000  3750.000000  1.5583930e+01 
-19.500000  3850.000000  1.7014202e+01 
-19.500000  3950.000000  1.7333084e+01 
-19.500000  4050.000000  1.8385432e+01 
-19.500000  4150.000000  1.7573558e+01 
-19.500000  4250.000000  1.6003916e+01 
-19.500000  4350.000000  1.5825764e+01 
-19.500000  4450.000000  1.5641810e+01 
-19.500000  4550.000000  1.7161869e+01 
-19.500000  4650.000000  1.9834629e+01 
-19.500000  4750.000000  1.6463304e+01 
-19.500000  4850.000000  1.9028850e+01 
-19.500000  4950.000000  1.1340751e+01 
-19.500000  5050.000000  1.4412240e+01 
-19.500000  5150.000000  1.7137592e+01 
-19.500000  5250.000000  1.4881201e+01 
-19.500000  5350.000000  1.4776917e+01 
-19.500000  5450.000000  1.8324352e+01 
-19.500000  5550.000000  1.7366576e+01 
-19.500000  5650.000000  1.5654163e+01 
-19.500000  5750.000000  1.5756679e+01 
-19.500000  5850.000000  1.3573644e+01 
-19.500000  5950.000000  1.5191530e+01 
-19.500000  6050.000000  1.3964815e+01 
-19.500000  6150.000000  1.6279293e+01 
-19.500000  6250.000000  1.3143663e+01 
-19.500000  6350.000000  1.1032531e+01 
-19.500000  6450.000000  1.5655194e+01 
-19.500000  6550.000000  1.3538838e+01 
-19.500000  6650.000000  9.5355240e+00 
-19.500000  6750.000000  1.0631953e+01 
-19.500000  6850.000000  1.5623189e+01 
-19.500000  6950.000000  1.6320657e+01 
-19.500000  7050.000000  2.0221539e+01 
-19.500000  7150.000000  2.1187934e+01 
-19.500000  7250.000000  1.7532387e+01 
-19.500000  7350.000000  1.8589708e+01 
-19.500000  7450.000000  2.1232886e+01 
-19.500000  7550.000000  2.0522358e+01 
-19.500000  7650.000000  5.1621115e+00 
-19.500000  7750.000000  2.4448322e+01 
-19.500000  7850.000000  3.6735884e+01 
-19.500000  7950.000000  3.2004800e+01 
-19.500000  8050.000000  1.0008127e+00 
-19.500000  8150.000000  1.0008127e+00 
-19.500000  8250.000000  1.6998977e+01 
-19.500000  8350.000000  1.3623647e+00 
-19.500000  8450.000000  1.0008127e+00 
-19.500000  8550.000000  1.0008127e+00 
-19.500000  8650.000000  1.0905742e+00 
-19.500000  8750.000000  1.1298517e+00 
-19.500000  8850.000000  1.9006344e+00 
-19.500000  8950.000000  3.0198442e+00 
-19.500000  9050.000000  4.9120043e+00 
-19.500000  9150.000000  4.7879315e+00 
-18.500000  1750.000000  1.0008127e+00 
-18.500000  1850.000000  1.0008127e+00 
-18.500000  1950.000000  1.0008127e+00 
-18.500000  2050.000000  1.0008127e+00 
-18.500000  2150.000000  1.0008127e+00 
-18.500000  2250.000000  1.0008127e+00 
-18.500000  2350.000000  1.0008127e+00 
-18.500000  2450.000000  1.0008127e+00 
-18.500000  2550.000000  1.0008127e+00 
-18.500000  2650.000000  1.0008127e+00 
-18.500000  2750.000000  1.0008127e+00 
-18.500000  2850.000000  3.7908477e+00 
-18.500000  2950.000000  4.6565006e+00 
-18.500000  3050.000000  5.4080237e+00 
-18.500000  3150.000000  5.6890405e+00 
-18.500000  3250.000000  6.4142413e+00 
-18.500000  3350.000000  6.2353687e+00 
-18.500000  3450.000000  5.7124367e+00 
-18.500000  3550.000000  7.5491275e+00 
-18.500000  3650.000000  8.4357552e+00 
-18.500000  3750.000000  1.2310917e+01 
-18.500000  3850.000000  1.3346582e+01 
-18.500000  3950.000000  1.3494519e+01 
-18.500000  4050.000000  1.3797909e+01 
-18.500000  4150.000000  1.3410475e+01 
-18.500000  4250.000000  1.2343441e+01 
-18.500000  4350.000000  1.2366411e+01 
-18.500000  4450.000000  1.2392157e+01 
-18.500000  4550.000000  1.2909145e+01 
-18.500000  4650.000000  1.4171386e+01 
-18.500000  4750.000000  1.2229808e+01 
-18.500000  4850.000000  1.3357605e+01 
-18.500000  4950.000000  8.7620822e+00 
-18.500000  5050.000000  1.0374654e+01 
-18.500000  5150.000000  1.1614043e+01 
-18.500000  5250.000000  1.0675481e+01 
-18.500000  5350.000000  1.0280240e+01 
-18.500000  5450.000000  1.2556502e+01 
-18.500000  5550.000000  1.2058680e+01 
-18.500000  5650.000000  1.0786686e+01 
-18.500000  5750.000000  1.1151343e+01 
-18.500000  5850.000000  1.0774895e+01 
-18.500000  5950.000000  1.1771318e+01 
-18.500000  6050.000000  1.1157086e+01 
-18.500000  6150.000000  1.2392396e+01 
-18.500000  6250.000000  1.0661355e+01 
-18.500000  6350.000000  9.8402604e+00 
-18.500000  6450.000000  1.2199776e+01 
-18.500000  6550.000000  1.1216740e+01 
-18.500000  6650.000000  8.2929531e+00 
-18.500000  6750.000000  8.9474952e+00 
-18.500000  6850.000000  1.0772242e+01 
-18.500000  6950.000000  1.0802232e+01 
-18.500000  7050.000000  1.1288913e+01 
-18.500000  7150.000000  1.1713902e+01 
-18.500000  7250.000000  1.0690893e+01 
-18.500000  7350.000000  1.0607078e+01 
-18.500000  7450.000000  7.3869408e+00 
-18.500000  7550.000000  6.9387427e+00 
-18.500000  7650.000000  2.8112526e+00 
-18.500000  7750.000000  1.0008127e+00 
-18.500000  7850.000000  5.1188351e+00 
-18.500000  7950.000000  1.6249444e+00 
-18.500000  8050.000000  1.0008127e+00 
-18.500000  8150.000000  1.0008127e+00 
-18.500000  8250.000000  2.4597085e+00 
-18.500000  8350.000000  1.0556633e+00 
-18.500000  8450.000000  1.0008127e+00 
-18.500000  8550.000000  1.0008127e+00 
-18.500000  8650.000000  1.0905742e+00 
-18.500000  8750.000000  3.1692316e+00 
-18.500000  8850.000000  2.4766881e+00 
-18.500000  8950.000000  4.9712500e+00 
-18.500000  9050.000000  5.2147000e+00 
-18.500000  9150.000000  4.5840905e+00 
-17.500000  1750.000000  1.0008127e+00 
-17.500000  1850.000000  1.0008127e+00 
-17.500000  1950.000000  1.0008127e+00 
-17.500000  2050.000000  1.0008127e+00 
-17.500000  2150.000000  1.0008127e+00 
-17.500000  2250.000000  1.0008127e+00 
-17.500000  2350.000000  1.0008127e+00 
-17.500000  2450.000000  1.0008127e+00 
-17.500000  2550.000000  1.0008127e+00 
-17.500000  2650.000000  1.0008127e+00 
-17.500000  2750.000000  1.0008127e+00 
-17.500000  2850.000000  3.1025707e+00 
-17.500000  2950.000000  3.7129346e+00 
-17.500000  3050.000000  4.3249236e+00 
-17.500000  3150.000000  4.5383117e+00 
-17.500000  3250.000000  4.9843153e+00 
-17.500000  3350.000000  4.9637229e+00 
-17.500000  3450.000000  4.6147960e+00 
-17.500000  3550.000000  6.3490677e+00 
-17.500000  3650.000000  7.2834897e+00 
-17.500000  3750.000000  1.0356615e+01 
-17.500000  3850.000000  1.1355146e+01 
-17.500000  3950.000000  1.1557199e+01 
-17.500000  4050.000000  1.1652710e+01 
-17.500000  4150.000000  1.1283878e+01 
-17.500000  4250.000000  1.0548198e+01 
-17.500000  4350.000000  1.0675582e+01 
-17.500000  4450.000000  1.0841269e+01 
-17.500000  4550.000000  1.1324727e+01 
-17.500000  4650.000000  1.2287306e+01 
-17.500000  4750.000000  1.0806813e+01 
-17.500000  4850.000000  1.1917608e+01 
-17.500000  4950.000000  8.7323804e+00 
-17.500000  5050.000000  9.7267300e+00 
-17.500000  5150.000000  1.0486422e+01 
-17.500000  5250.000000  1.0003579e+01 
-17.500000  5350.000000  9.8833640e+00 
-17.500000  5450.000000  1.1591872e+01 
-17.500000  5550.000000  1.1102277e+01 
-17.500000  5650.000000  1.0098882e+01 
-17.500000  5750.000000  1.0328262e+01 
-17.500000  5850.000000  9.9356047e+00 
-17.500000  5950.000000  1.0421301e+01 
-17.500000  6050.000000  9.4570042e+00 
-17.500000  6150.000000  1.0284926e+01 
-17.500000  6250.000000  9.1129406e+00 
-17.500000  6350.000000  8.5819543e+00 
-17.500000  6450.000000  9.8149290e+00 
-17.500000  6550.000000  9.1930980e+00 
-17.500000  6650.000000  7.1107692e+00 
-17.500000  6750.000000  7.7782461e+00 
-17.500000  6850.000000  8.9186969e+00 
-17.500000  6950.000000  8.8239093e+00 
-17.500000  7050.000000  1.0017567e+01 
-17.500000  7150.000000  1.0628358e+01 
-17.500000  7250.000000  1.0255358e+01 
-17.500000  7350.000000  1.0261748e+01 
-17.500000  7450.000000  8.1463708e+00 
-17.500000  7550.000000  8.1230835e+00 
-17.500000  7650.000000  4.0091848e+00 
-17.500000  7750.000000  8.3053108e+00 
-17.500000  7850.000000  1.3502694e+01 
-17.500000  7950.000000  1.0456350e+01 
-17.500000  8050.000000  5.0476984e+00 
-17.500000  8150.000000  1.6998977e+01 
-17.500000  8250.000000  1.3623647e+00 
